Case_ID,Age_Group,Gender,Income_Bracket,Vulnerability_Category,Case_Type,Case_Sub_Type,Jurisdiction_Level,Legal_Aid_Modality,State,Filing_Year,Hearing_Count,Adjournment_Count,Resolution_Time,Delay_Flag,Outcome_Disparity,Aid_Disparity
9709,18-25,Female,Low_Income,SC/ST,Other,Miscellaneous,Supreme_Court,Full_Aid,State_19,2021,4,2,6–12 mo,0,1,1
9710,26-35,Male,High_Income,Senior_Citizen,Civil,Consumer,Supreme_Court,Pro_Bono,State_19,2023,1,1,6–12 mo,0,0,0
9711,26-35,Other,Low_Income,SC/ST,Domestic_Violence,Maintenance,High_Court,Partial_Aid,State_21,2018,8,1,>24 mo,1,0,0
9712,36-50,Male,Low_Income,Minority,Civil,Consumer,State,Pro_Bono,State_19,2022,7,2,>24 mo,1,1,1
9713,18-25,Other,Middle_Income,None,Labor/Employment,Wages,High_Court,Self_Represented,State_1,2023,3,5,6–12 mo,0,0,0
9714,18-25,Male,Below_Poverty_Line,None,Civil,Tort,District,Partial_Aid,UT_2,2021,9,4,≤3 mo,0,1,0
9715,18-25,Other,Low_Income,Senior_Citizen,Labor/Employment,Wages,State,Pro_Bono,State_27,2022,6,2,6–12 mo,0,0,0
9716,26-35,Male,Middle_Income,None,Criminal,Bail,High_Court,Full_Aid,State_19,2021,4,2,3–6 mo,0,0,1
9717,65+,Male,Below_Poverty_Line,Person_with_Disability,Criminal,Acquittal,High_Court,Full_Aid,UT_7,2020,3,4,>24 mo,1,0,1
9718,26-35,Other,Below_Poverty_Line,Senior_Citizen,Civil,Consumer,Supreme_Court,Self_Represented,State_11,2021,3,4,3–6 mo,0,1,0
9719,26-35,Male,Below_Poverty_Line,None,Other,Miscellaneous,High_Court,Partial_Aid,State_15,2022,7,4,3–6 mo,0,1,0
9720,51-65,Male,Unknown,Senior_Citizen,Domestic_Violence,Child_Custody,Supreme_Court,Pro_Bono,UT_3,2021,6,1,3–6 mo,0,0,0
9721,65+,Male,Middle_Income,Person_with_Disability,Criminal,Sentencing,District,Pro_Bono,UT_8,2020,2,0,6–12 mo,0,0,0
9722,18-25,Other,Middle_Income,None,Labor/Employment,Workplace_Harassment,District,Self_Represented,State_9,2021,4,2,≤3 mo,0,0,1
9723,26-35,Other,Middle_Income,None,Property_Dispute,Property_Division,State,Full_Aid,State_19,2022,13,3,3–6 mo,0,0,0
9724,51-65,Male,Low_Income,Person_with_Disability,Criminal,Sentencing,District,Full_Aid,State_15,2020,6,1,≤3 mo,0,0,0
9725,26-35,Female,Low_Income,SC/ST,Criminal,Appeal,District,Partial_Aid,State_17,2018,6,2,>24 mo,1,0,0
9726,65+,Female,Unknown,Senior_Citizen,Property_Dispute,Property_Division,High_Court,Full_Aid,UT_2,2023,6,3,12-24 mo,1,0,0
9727,26-35,Male,Unknown,Senior_Citizen,Other,Miscellaneous,District,Self_Represented,UT_6,2018,3,3,≤3 mo,0,1,0
9728,36-50,Other,Middle_Income,Senior_Citizen,Other,Miscellaneous,District,Full_Aid,UT_2,2018,3,1,>24 mo,1,0,0
9729,65+,Other,Middle_Income,None,Labor/Employment,Wages,State,Full_Aid,State_14,2023,4,3,≤3 mo,0,0,0
9730,18-25,Male,High_Income,None,Labor/Employment,Wages,High_Court,Self_Represented,State_13,2021,4,2,3–6 mo,0,1,0
9731,51-65,Female,Unknown,SC/ST,Labor/Employment,Unfair_Dismissal,Supreme_Court,Full_Aid,UT_8,2018,7,3,3–6 mo,0,1,0
9732,26-35,Female,Middle_Income,SC/ST,Criminal,Sentencing,Supreme_Court,Pro_Bono,UT_8,2019,5,0,≤3 mo,0,0,0
9733,26-35,Female,Unknown,SC/ST,Domestic_Violence,Protection_Order,Supreme_Court,Self_Represented,State_18,2018,13,5,6–12 mo,0,1,0
9734,18-25,Female,Below_Poverty_Line,Senior_Citizen,Labor/Employment,Workplace_Harassment,District,Full_Aid,State_19,2019,3,8,≤3 mo,0,0,0
9735,36-50,Female,Unknown,Senior_Citizen,Civil,Family,Supreme_Court,Partial_Aid,State_14,2018,6,1,12-24 mo,1,1,0
9736,18-25,Male,Low_Income,Minority,Domestic_Violence,Child_Custody,District,Pro_Bono,State_10,2022,6,5,3–6 mo,0,0,0
9737,65+,Male,High_Income,Minority,Criminal,Bail,State,Self_Represented,State_15,2022,3,2,3–6 mo,0,1,0
9738,36-50,Female,Below_Poverty_Line,Minority,Other,Miscellaneous,District,Full_Aid,State_28,2023,3,2,>24 mo,1,0,0
9739,36-50,Male,High_Income,Minority,Civil,Contract,High_Court,Pro_Bono,State_21,2021,3,5,6–12 mo,0,0,0
9740,65+,Other,Unknown,Senior_Citizen,Labor/Employment,Workplace_Harassment,High_Court,Pro_Bono,State_16,2022,6,2,>24 mo,1,1,0
9741,26-35,Male,Middle_Income,Senior_Citizen,Other,Miscellaneous,Supreme_Court,Pro_Bono,UT_6,2018,5,3,6–12 mo,0,0,0
9742,18-25,Female,Below_Poverty_Line,SC/ST,Other,Miscellaneous,State,Partial_Aid,UT_3,2023,10,3,6–12 mo,0,1,1
9743,36-50,Male,High_Income,Minority,Civil,Tort,State,Pro_Bono,UT_4,2022,6,0,3–6 mo,0,1,0
9744,65+,Female,Below_Poverty_Line,Senior_Citizen,Other,Miscellaneous,Supreme_Court,Full_Aid,UT_4,2018,4,6,6–12 mo,0,1,0
9745,36-50,Male,Low_Income,None,Criminal,Appeal,Supreme_Court,Partial_Aid,State_25,2019,9,1,3–6 mo,0,0,0
9746,26-35,Male,Unknown,None,Criminal,Acquittal,Supreme_Court,Pro_Bono,State_4,2020,5,4,3–6 mo,0,0,0
9747,51-65,Other,Unknown,None,Property_Dispute,Property_Division,State,Partial_Aid,State_23,2021,11,1,12-24 mo,1,0,0
9748,51-65,Male,Middle_Income,Person_with_Disability,Other,Miscellaneous,District,Pro_Bono,UT_4,2020,2,2,3–6 mo,0,0,0
9749,65+,Other,Low_Income,Minority,Criminal,Bail,State,Self_Represented,State_4,2019,5,1,6–12 mo,0,1,0
9750,36-50,Female,Below_Poverty_Line,SC/ST,Domestic_Violence,Child_Custody,High_Court,Self_Represented,State_10,2018,13,4,12-24 mo,1,1,0
9751,51-65,Other,Unknown,SC/ST,Other,Miscellaneous,District,Self_Represented,UT_2,2022,7,1,>24 mo,1,1,0
9752,51-65,Male,Unknown,Person_with_Disability,Labor/Employment,Unfair_Dismissal,State,Self_Represented,State_12,2018,4,0,>24 mo,1,1,0
9753,51-65,Male,High_Income,SC/ST,Other,Miscellaneous,District,Self_Represented,State_13,2020,3,3,3–6 mo,0,0,0
9754,65+,Other,Middle_Income,None,Other,Miscellaneous,State,Pro_Bono,State_4,2020,4,2,>24 mo,1,0,0
9755,26-35,Female,High_Income,Person_with_Disability,Labor/Employment,Wages,Supreme_Court,Full_Aid,State_20,2018,5,2,3–6 mo,0,1,0
9756,51-65,Other,High_Income,SC/ST,Labor/Employment,Workplace_Harassment,Supreme_Court,Pro_Bono,State_13,2018,1,3,>24 mo,1,1,1
9757,26-35,Male,High_Income,Person_with_Disability,Property_Dispute,Land_Dispute,Supreme_Court,Self_Represented,State_7,2020,4,3,3–6 mo,0,0,0
9758,65+,Male,High_Income,Person_with_Disability,Domestic_Violence,Protection_Order,High_Court,Partial_Aid,State_11,2018,4,4,6–12 mo,0,0,0
9759,36-50,Other,Low_Income,Person_with_Disability,Labor/Employment,Workplace_Harassment,High_Court,Self_Represented,State_15,2020,3,4,>24 mo,1,0,1
9760,36-50,Male,Low_Income,Minority,Other,Miscellaneous,State,Pro_Bono,State_24,2021,3,1,>24 mo,1,0,1
9761,51-65,Male,Middle_Income,Senior_Citizen,Other,Miscellaneous,High_Court,Full_Aid,State_3,2019,3,2,3–6 mo,0,0,0
9762,26-35,Male,High_Income,Senior_Citizen,Labor/Employment,Workplace_Harassment,District,Full_Aid,State_18,2023,5,1,≤3 mo,0,0,0
9763,26-35,Other,Low_Income,None,Labor/Employment,Workplace_Harassment,Supreme_Court,Self_Represented,State_13,2022,3,1,>24 mo,1,1,0
9764,65+,Male,Low_Income,Person_with_Disability,Criminal,Appeal,Supreme_Court,Self_Represented,State_15,2023,4,0,3–6 mo,0,0,0
9765,51-65,Male,Middle_Income,SC/ST,Criminal,Bail,State,Pro_Bono,State_26,2018,10,4,12-24 mo,1,0,0
9766,18-25,Male,Below_Poverty_Line,Person_with_Disability,Civil,Contract,Supreme_Court,Self_Represented,State_16,2021,5,4,>24 mo,1,0,0
9767,36-50,Other,High_Income,None,Labor/Employment,Unfair_Dismissal,Supreme_Court,Full_Aid,State_16,2022,5,4,≤3 mo,0,0,1
9768,51-65,Male,Unknown,Minority,Property_Dispute,Land_Dispute,High_Court,Pro_Bono,UT_8,2022,9,1,3–6 mo,0,0,0
9769,65+,Female,Unknown,Minority,Labor/Employment,Wages,State,Pro_Bono,State_25,2018,7,2,>24 mo,1,0,0
9770,18-25,Male,Middle_Income,Person_with_Disability,Labor/Employment,Wages,Supreme_Court,Full_Aid,State_25,2023,4,5,≤3 mo,0,0,0
9771,36-50,Male,High_Income,SC/ST,Labor/Employment,Workplace_Harassment,High_Court,Full_Aid,State_2,2019,4,1,12-24 mo,1,1,1
9772,18-25,Female,High_Income,Person_with_Disability,Other,Miscellaneous,State,Partial_Aid,State_2,2019,4,0,≤3 mo,0,1,0
9773,18-25,Male,Below_Poverty_Line,None,Labor/Employment,Workplace_Harassment,Supreme_Court,Pro_Bono,UT_5,2023,4,4,6–12 mo,0,0,1
9774,18-25,Female,High_Income,Minority,Labor/Employment,Workplace_Harassment,District,Full_Aid,State_21,2022,8,0,6–12 mo,0,1,0
9775,65+,Male,High_Income,SC/ST,Other,Miscellaneous,Supreme_Court,Pro_Bono,State_15,2022,8,3,≤3 mo,0,1,0
9776,65+,Other,Below_Poverty_Line,Person_with_Disability,Criminal,Sentencing,Supreme_Court,Pro_Bono,State_22,2019,7,5,≤3 mo,0,0,0
9777,65+,Other,Low_Income,None,Criminal,Bail,High_Court,Self_Represented,State_20,2018,4,1,12-24 mo,1,0,0
9778,51-65,Female,Unknown,None,Criminal,Bail,State,Self_Represented,State_25,2018,7,4,3–6 mo,0,0,0
9779,36-50,Female,Below_Poverty_Line,Minority,Civil,Consumer,State,Pro_Bono,UT_2,2023,2,3,3–6 mo,0,1,0
9780,18-25,Female,Unknown,SC/ST,Domestic_Violence,Maintenance,Supreme_Court,Self_Represented,State_24,2021,15,3,12-24 mo,1,0,0
9781,51-65,Female,Below_Poverty_Line,Senior_Citizen,Property_Dispute,Land_Dispute,Supreme_Court,Pro_Bono,State_26,2021,5,2,>24 mo,1,0,0
9782,36-50,Male,Unknown,Person_with_Disability,Other,Miscellaneous,District,Self_Represented,State_15,2023,5,3,12-24 mo,1,0,1
9783,51-65,Other,Middle_Income,Senior_Citizen,Domestic_Violence,Child_Custody,Supreme_Court,Self_Represented,State_10,2021,4,0,6–12 mo,0,0,0
9784,26-35,Male,Unknown,Person_with_Disability,Property_Dispute,Land_Dispute,High_Court,Pro_Bono,UT_8,2021,10,1,3–6 mo,0,1,0
9785,18-25,Male,Below_Poverty_Line,Minority,Property_Dispute,Land_Dispute,High_Court,Pro_Bono,State_17,2020,12,6,>24 mo,1,1,0
9786,18-25,Other,Low_Income,Person_with_Disability,Civil,Consumer,State,Self_Represented,State_9,2019,3,1,≤3 mo,0,1,0
9787,65+,Male,Middle_Income,SC/ST,Domestic_Violence,Divorce,District,Pro_Bono,UT_2,2021,4,2,>24 mo,1,1,1
9788,65+,Male,High_Income,None,Domestic_Violence,Protection_Order,High_Court,Pro_Bono,State_9,2018,4,1,≤3 mo,0,0,0
9789,18-25,Female,Unknown,SC/ST,Criminal,Bail,High_Court,Partial_Aid,State_14,2019,4,1,3–6 mo,0,0,0
9790,65+,Other,Unknown,Person_with_Disability,Civil,Consumer,Supreme_Court,Full_Aid,State_23,2020,10,4,≤3 mo,0,0,0
9791,26-35,Female,High_Income,Minority,Civil,Contract,District,Full_Aid,State_17,2019,4,3,3–6 mo,0,1,0
9792,36-50,Female,Low_Income,Senior_Citizen,Labor/Employment,Workplace_Harassment,State,Pro_Bono,State_26,2022,6,2,≤3 mo,0,0,0
9793,65+,Female,Below_Poverty_Line,SC/ST,Criminal,Appeal,District,Pro_Bono,UT_5,2019,4,6,6–12 mo,0,0,0
9794,18-25,Female,Low_Income,Senior_Citizen,Other,Miscellaneous,District,Partial_Aid,State_24,2021,8,3,≤3 mo,0,0,0
9795,36-50,Other,Low_Income,Minority,Civil,Family,State,Pro_Bono,State_26,2023,5,1,6–12 mo,0,1,0
9796,18-25,Female,Unknown,Minority,Property_Dispute,Land_Dispute,State,Self_Represented,State_21,2023,6,1,>24 mo,1,0,0
9797,36-50,Other,High_Income,Senior_Citizen,Criminal,Acquittal,District,Full_Aid,State_6,2023,6,3,12-24 mo,1,0,0
9798,18-25,Other,Below_Poverty_Line,None,Property_Dispute,Tenant_Landlord,High_Court,Partial_Aid,State_8,2021,9,4,3–6 mo,0,0,0
9799,26-35,Male,Middle_Income,SC/ST,Other,Miscellaneous,Supreme_Court,Pro_Bono,State_5,2021,9,1,>24 mo,1,1,0
9800,36-50,Female,Below_Poverty_Line,None,Labor/Employment,Wages,District,Full_Aid,UT_1,2022,5,2,12-24 mo,1,1,0
9801,18-25,Female,High_Income,Senior_Citizen,Property_Dispute,Land_Dispute,State,Full_Aid,State_18,2021,7,1,6–12 mo,0,0,0
9802,18-25,Male,Middle_Income,SC/ST,Property_Dispute,Land_Dispute,District,Pro_Bono,State_5,2019,10,0,6–12 mo,0,1,0
9803,26-35,Male,Low_Income,SC/ST,Other,Miscellaneous,High_Court,Partial_Aid,State_11,2020,6,3,12-24 mo,1,0,0
9804,36-50,Male,Unknown,Senior_Citizen,Criminal,Appeal,District,Pro_Bono,State_13,2018,6,1,6–12 mo,0,0,0
9805,65+,Other,Low_Income,SC/ST,Criminal,Acquittal,District,Pro_Bono,UT_3,2022,7,1,≤3 mo,0,0,1
9806,26-35,Other,High_Income,SC/ST,Other,Miscellaneous,High_Court,Partial_Aid,State_26,2021,4,2,>24 mo,1,0,0
9807,18-25,Other,Middle_Income,Person_with_Disability,Criminal,Bail,Supreme_Court,Partial_Aid,State_16,2022,2,3,>24 mo,1,0,0
9808,18-25,Male,Middle_Income,Person_with_Disability,Property_Dispute,Tenant_Landlord,High_Court,Full_Aid,UT_2,2021,6,1,≤3 mo,0,0,0
9809,18-25,Female,High_Income,Person_with_Disability,Criminal,Appeal,High_Court,Pro_Bono,State_14,2019,4,1,≤3 mo,0,0,0
9810,18-25,Female,Middle_Income,SC/ST,Labor/Employment,Unfair_Dismissal,State,Pro_Bono,State_3,2021,4,4,12-24 mo,1,1,1
9811,65+,Other,Middle_Income,Senior_Citizen,Civil,Contract,District,Self_Represented,State_23,2023,7,2,≤3 mo,0,0,0
9812,26-35,Female,Below_Poverty_Line,Senior_Citizen,Property_Dispute,Property_Division,District,Pro_Bono,State_18,2020,8,4,>24 mo,1,0,0
9813,18-25,Other,Unknown,Senior_Citizen,Labor/Employment,Unfair_Dismissal,State,Self_Represented,UT_5,2022,8,5,≤3 mo,0,1,0
9814,36-50,Other,Below_Poverty_Line,Minority,Criminal,Acquittal,High_Court,Full_Aid,State_4,2020,10,5,3–6 mo,0,0,0
9815,18-25,Male,Middle_Income,Person_with_Disability,Other,Miscellaneous,High_Court,Full_Aid,UT_4,2023,3,1,12-24 mo,1,1,0
9816,18-25,Other,Unknown,SC/ST,Domestic_Violence,Child_Custody,Supreme_Court,Full_Aid,UT_5,2021,8,1,6–12 mo,0,0,0
9817,36-50,Female,High_Income,Senior_Citizen,Labor/Employment,Workplace_Harassment,Supreme_Court,Self_Represented,State_8,2019,4,0,≤3 mo,0,0,0
9818,18-25,Male,Middle_Income,None,Other,Miscellaneous,High_Court,Full_Aid,State_12,2021,4,1,≤3 mo,0,0,1
9819,51-65,Female,High_Income,SC/ST,Civil,Tort,District,Self_Represented,State_16,2019,4,3,3–6 mo,0,1,0
9820,36-50,Other,High_Income,None,Criminal,Sentencing,District,Full_Aid,State_27,2020,5,2,12-24 mo,1,0,1
9821,36-50,Female,High_Income,SC/ST,Labor/Employment,Unfair_Dismissal,Supreme_Court,Partial_Aid,State_22,2022,7,1,12-24 mo,1,1,0
9822,36-50,Male,Middle_Income,Senior_Citizen,Domestic_Violence,Divorce,High_Court,Self_Represented,State_23,2018,8,0,3–6 mo,0,0,1
9823,65+,Other,Middle_Income,SC/ST,Civil,Contract,State,Pro_Bono,State_5,2020,11,1,≤3 mo,0,1,0
9824,18-25,Male,Below_Poverty_Line,SC/ST,Civil,Contract,High_Court,Self_Represented,State_8,2018,3,5,≤3 mo,0,1,0
9825,18-25,Male,Unknown,SC/ST,Labor/Employment,Unfair_Dismissal,High_Court,Partial_Aid,State_22,2018,3,2,6–12 mo,0,1,0
9826,18-25,Male,Below_Poverty_Line,None,Civil,Contract,District,Self_Represented,UT_1,2021,4,3,>24 mo,1,1,0
9827,36-50,Other,Unknown,SC/ST,Civil,Contract,Supreme_Court,Partial_Aid,State_12,2019,6,0,>24 mo,1,1,0
9828,51-65,Other,Unknown,Person_with_Disability,Property_Dispute,Tenant_Landlord,Supreme_Court,Full_Aid,State_23,2020,7,3,>24 mo,1,0,0
9829,51-65,Female,Unknown,Senior_Citizen,Domestic_Violence,Protection_Order,State,Full_Aid,UT_5,2018,10,3,≤3 mo,0,1,0
9830,26-35,Other,Low_Income,None,Other,Miscellaneous,District,Self_Represented,UT_3,2023,4,0,≤3 mo,0,0,0
9831,36-50,Other,Unknown,SC/ST,Criminal,Sentencing,State,Pro_Bono,State_11,2019,5,3,≤3 mo,0,0,0
9832,51-65,Male,Unknown,None,Criminal,Acquittal,Supreme_Court,Full_Aid,State_27,2018,4,5,≤3 mo,0,1,0
9833,65+,Female,Middle_Income,Minority,Other,Miscellaneous,State,Self_Represented,State_2,2021,5,1,≤3 mo,0,1,0
9834,65+,Male,Middle_Income,None,Criminal,Bail,District,Full_Aid,State_12,2022,4,2,6–12 mo,0,1,0
9835,65+,Male,Low_Income,None,Civil,Contract,High_Court,Partial_Aid,State_20,2020,6,1,6–12 mo,0,0,0
9836,65+,Other,Below_Poverty_Line,None,Other,Miscellaneous,Supreme_Court,Self_Represented,State_10,2020,2,5,6–12 mo,0,0,1
9837,36-50,Other,Low_Income,Senior_Citizen,Property_Dispute,Property_Division,District,Full_Aid,State_11,2023,7,4,6–12 mo,0,0,0
9838,36-50,Male,Unknown,Senior_Citizen,Civil,Contract,District,Partial_Aid,UT_6,2018,7,3,≤3 mo,0,0,0
9839,18-25,Male,Middle_Income,Person_with_Disability,Property_Dispute,Property_Division,High_Court,Partial_Aid,State_1,2019,4,2,3–6 mo,0,0,0
9840,65+,Female,Unknown,SC/ST,Domestic_Violence,Maintenance,District,Self_Represented,State_9,2018,10,2,>24 mo,1,0,0
9841,26-35,Other,Low_Income,SC/ST,Domestic_Violence,Divorce,State,Partial_Aid,State_5,2018,3,1,6–12 mo,0,0,0
9842,51-65,Female,Unknown,Person_with_Disability,Other,Miscellaneous,District,Pro_Bono,UT_5,2023,2,3,≤3 mo,0,0,0
9843,36-50,Female,High_Income,Person_with_Disability,Domestic_Violence,Protection_Order,District,Full_Aid,State_10,2021,15,1,≤3 mo,0,0,1
9844,36-50,Female,Low_Income,Senior_Citizen,Property_Dispute,Land_Dispute,State,Pro_Bono,State_18,2020,4,1,12-24 mo,1,0,0
9845,51-65,Female,High_Income,Senior_Citizen,Labor/Employment,Unfair_Dismissal,State,Partial_Aid,State_8,2022,4,2,3–6 mo,0,0,1
9846,18-25,Female,Low_Income,None,Criminal,Sentencing,District,Full_Aid,UT_5,2020,7,2,≤3 mo,0,1,1
9847,36-50,Female,Low_Income,Minority,Other,Miscellaneous,State,Self_Represented,State_18,2023,4,0,12-24 mo,1,0,0
9848,26-35,Male,High_Income,SC/ST,Labor/Employment,Workplace_Harassment,District,Pro_Bono,State_14,2021,5,1,>24 mo,1,0,0
9849,51-65,Male,High_Income,Senior_Citizen,Property_Dispute,Land_Dispute,District,Self_Represented,State_21,2020,7,3,≤3 mo,0,0,0
9850,65+,Other,Middle_Income,Minority,Labor/Employment,Unfair_Dismissal,State,Partial_Aid,State_6,2021,4,6,3–6 mo,0,0,1
9851,36-50,Other,Unknown,Minority,Property_Dispute,Property_Division,High_Court,Self_Represented,State_5,2019,11,1,12-24 mo,1,0,0
9852,51-65,Male,Below_Poverty_Line,SC/ST,Labor/Employment,Workplace_Harassment,District,Full_Aid,State_7,2022,2,1,≤3 mo,0,0,0
9853,18-25,Female,Unknown,None,Labor/Employment,Unfair_Dismissal,State,Self_Represented,State_17,2022,4,1,12-24 mo,1,1,0
9854,18-25,Female,Unknown,Person_with_Disability,Domestic_Violence,Protection_Order,Supreme_Court,Self_Represented,State_7,2023,13,1,≤3 mo,0,1,0
9855,18-25,Male,Low_Income,Person_with_Disability,Labor/Employment,Workplace_Harassment,Supreme_Court,Partial_Aid,State_8,2023,7,2,6–12 mo,0,1,0
9856,65+,Female,Below_Poverty_Line,Minority,Other,Miscellaneous,High_Court,Pro_Bono,UT_1,2021,4,3,6–12 mo,0,0,1
9857,65+,Female,Middle_Income,Minority,Criminal,Sentencing,Supreme_Court,Full_Aid,State_9,2023,6,2,≤3 mo,0,1,0
9858,51-65,Other,High_Income,Minority,Domestic_Violence,Protection_Order,Supreme_Court,Full_Aid,State_20,2018,4,3,12-24 mo,1,1,0
9859,26-35,Male,High_Income,None,Criminal,Sentencing,District,Full_Aid,State_2,2021,3,2,>24 mo,1,0,0
9860,18-25,Female,Unknown,Person_with_Disability,Domestic_Violence,Divorce,State,Partial_Aid,State_13,2019,9,2,>24 mo,1,1,0
9861,26-35,Female,High_Income,SC/ST,Property_Dispute,Land_Dispute,District,Self_Represented,State_15,2018,8,2,≤3 mo,0,0,0
9862,36-50,Male,Middle_Income,Person_with_Disability,Civil,Tort,State,Pro_Bono,State_19,2023,5,1,≤3 mo,0,0,0
9863,18-25,Male,Low_Income,Senior_Citizen,Other,Miscellaneous,High_Court,Full_Aid,State_16,2022,7,1,>24 mo,1,1,0
9864,26-35,Male,Middle_Income,Person_with_Disability,Labor/Employment,Wages,High_Court,Pro_Bono,State_21,2021,6,2,>24 mo,1,0,1
9865,18-25,Female,Middle_Income,SC/ST,Criminal,Appeal,Supreme_Court,Self_Represented,State_26,2023,4,3,≤3 mo,0,0,0
9866,36-50,Other,Unknown,SC/ST,Labor/Employment,Wages,State,Self_Represented,State_25,2023,6,1,>24 mo,1,1,0
9867,18-25,Male,Below_Poverty_Line,Minority,Domestic_Violence,Child_Custody,District,Self_Represented,State_1,2019,6,4,3–6 mo,0,0,0
9868,51-65,Male,Below_Poverty_Line,None,Labor/Employment,Workplace_Harassment,High_Court,Pro_Bono,State_6,2019,11,5,3–6 mo,0,0,1
9869,26-35,Male,High_Income,SC/ST,Criminal,Appeal,Supreme_Court,Pro_Bono,State_22,2022,5,5,6–12 mo,0,0,1
9870,36-50,Other,Below_Poverty_Line,None,Criminal,Bail,Supreme_Court,Full_Aid,State_2,2018,6,4,12-24 mo,1,0,1
9871,26-35,Female,Middle_Income,Minority,Criminal,Acquittal,District,Full_Aid,State_22,2021,5,1,3–6 mo,0,0,0
9872,36-50,Other,Below_Poverty_Line,None,Criminal,Appeal,District,Self_Represented,State_1,2021,4,3,12-24 mo,1,0,0
9873,51-65,Male,Middle_Income,None,Domestic_Violence,Maintenance,District,Pro_Bono,State_26,2023,7,4,3–6 mo,0,1,0
9874,36-50,Female,Below_Poverty_Line,None,Property_Dispute,Tenant_Landlord,High_Court,Self_Represented,UT_3,2023,5,2,≤3 mo,0,0,0
9875,36-50,Male,Below_Poverty_Line,Person_with_Disability,Domestic_Violence,Divorce,District,Self_Represented,State_16,2023,4,4,≤3 mo,0,0,0
9876,65+,Female,Low_Income,None,Civil,Consumer,Supreme_Court,Partial_Aid,UT_8,2021,3,2,3–6 mo,0,0,0
9877,36-50,Other,Low_Income,Person_with_Disability,Domestic_Violence,Protection_Order,State,Pro_Bono,State_10,2021,1,2,≤3 mo,0,0,0
9878,18-25,Male,Below_Poverty_Line,Person_with_Disability,Other,Miscellaneous,State,Pro_Bono,State_13,2020,8,2,12-24 mo,1,0,0
9879,51-65,Other,Middle_Income,None,Property_Dispute,Tenant_Landlord,State,Pro_Bono,State_9,2019,7,0,6–12 mo,0,0,1
9880,26-35,Female,Middle_Income,Senior_Citizen,Criminal,Sentencing,District,Pro_Bono,State_11,2020,4,2,12-24 mo,1,0,0
9881,26-35,Male,Unknown,Senior_Citizen,Civil,Tort,District,Partial_Aid,State_12,2018,3,2,≤3 mo,0,0,0
9882,51-65,Other,Unknown,SC/ST,Domestic_Violence,Divorce,District,Full_Aid,State_26,2022,4,2,>24 mo,1,1,0
9883,18-25,Other,Middle_Income,Person_with_Disability,Criminal,Bail,State,Self_Represented,State_1,2022,6,4,3–6 mo,0,0,0
9884,36-50,Male,Unknown,Minority,Criminal,Appeal,District,Pro_Bono,State_3,2021,8,5,≤3 mo,0,1,0
9885,18-25,Male,Unknown,Minority,Property_Dispute,Tenant_Landlord,Supreme_Court,Full_Aid,State_1,2018,7,4,>24 mo,1,0,0
9886,51-65,Male,Unknown,None,Civil,Family,State,Pro_Bono,State_8,2022,3,1,3–6 mo,0,0,0
9887,65+,Male,Middle_Income,None,Domestic_Violence,Protection_Order,State,Self_Represented,State_15,2019,6,0,12-24 mo,1,0,0
9888,36-50,Female,Low_Income,SC/ST,Other,Miscellaneous,Supreme_Court,Full_Aid,State_17,2023,4,4,12-24 mo,1,0,0
9889,18-25,Other,High_Income,Senior_Citizen,Labor/Employment,Workplace_Harassment,Supreme_Court,Full_Aid,State_18,2020,11,2,3–6 mo,0,1,0
9890,26-35,Male,Middle_Income,Minority,Civil,Consumer,District,Self_Represented,State_21,2022,5,0,3–6 mo,0,1,0
9891,26-35,Male,Unknown,SC/ST,Civil,Family,Supreme_Court,Partial_Aid,State_8,2020,5,3,>24 mo,1,0,0
9892,26-35,Female,Unknown,Person_with_Disability,Property_Dispute,Land_Dispute,District,Self_Represented,UT_3,2023,7,3,>24 mo,1,1,0
9893,65+,Other,Middle_Income,Minority,Civil,Tort,High_Court,Full_Aid,State_4,2022,5,7,≤3 mo,0,0,0
9894,51-65,Female,Middle_Income,Minority,Criminal,Acquittal,High_Court,Full_Aid,UT_6,2021,4,3,6–12 mo,0,0,0
9895,18-25,Male,Below_Poverty_Line,SC/ST,Criminal,Bail,State,Partial_Aid,State_9,2020,3,7,3–6 mo,0,1,1
9896,18-25,Other,High_Income,SC/ST,Civil,Consumer,State,Self_Represented,State_14,2023,6,1,6–12 mo,0,1,1
9897,65+,Male,Unknown,Senior_Citizen,Other,Miscellaneous,State,Self_Represented,State_13,2020,6,2,≤3 mo,0,0,0
9898,51-65,Male,High_Income,SC/ST,Other,Miscellaneous,Supreme_Court,Self_Represented,UT_3,2023,3,4,>24 mo,1,0,0
9899,51-65,Male,Middle_Income,None,Labor/Employment,Wages,State,Pro_Bono,UT_5,2022,4,2,3–6 mo,0,1,0
9900,18-25,Female,Below_Poverty_Line,Minority,Other,Miscellaneous,State,Pro_Bono,State_24,2019,8,8,6–12 mo,0,0,0
9901,65+,Male,Middle_Income,Person_with_Disability,Other,Miscellaneous,State,Self_Represented,UT_2,2021,5,3,3–6 mo,0,0,0
9902,51-65,Male,High_Income,Minority,Property_Dispute,Land_Dispute,District,Self_Represented,State_6,2023,9,5,3–6 mo,0,0,1
9903,65+,Female,Low_Income,Senior_Citizen,Labor/Employment,Workplace_Harassment,District,Partial_Aid,State_17,2020,1,4,6–12 mo,0,0,0
